Material	Power	Speed 	Hatch 	Thickness	Spot	Energy	PSD	Atmosphere	Geometry	 Strategy	RD
1	350	1600	0.11	0.03	0.115	66.29	41.5	1	2	5	99.44
1	350	1700	0.11	0.03	0.115	62.39	41.5	1	2	5	99.44
1	300	1400	0.08	0.03	0.075	89.29	34	1	1	2	99.43
1	330	1500	0.11	0.03	0.115	66.67	41.5	1	2	5	99.41
1	350	2100	0.1	0.03	0.08	55.56	41.5	1	1	1	99.4
1	370	1500	0.12	0.03	0.115	68.52	41.5	1	2	5	99.4
1	700	1500	0.15	0.05	0.085	62.22	41.5	6	1	6	99.4
1	250	1400	0.13	0.03	0.07	45.79	41	2	1	1	99.4
1	370	1600	0.12	0.03	0.115	64.24	41.5	1	2	5	99.4
1	170	1000	0.05	0.03	0.07	113.33	25.68	1	1	1	99.39
1	350	1500	0.12	0.03	0.115	64.81	41.5	1	2	5	99.39
1	350	1700	0.13	0.03	0.115	52.79	41.5	1	2	5	99.39
1	330	1600	0.11	0.03	0.115	62.5	41.5	1	2	5	99.39
1	370	1700	0.13	0.03	0.115	55.81	41.5	1	2	5	99.38
1	250	1600	0.13	0.03	0.08	40.06	41.5	1	1	1	99.37
1	350	2100	0.13	0.03	0.08	42.74	41.5	1	1	1	99.37
1	200	1400	0.105	0.03	0.15	45.35	30	1	1	6	99.35
1	250	1100	0.13	0.03	0.08	58.28	41.5	1	1	1	99.33
1	370	1500	0.13	0.03	0.115	63.25	41.5	1	2	5	99.32
1	370	1600	0.11	0.03	0.115	70.08	41.5	1	2	5	99.32
1	200	1500	0.105	0.03	0.15	42.33	30	1	1	6	99.3
1	170	1000	0.105	0.03	0.15	53.97	30	1	1	6	99.3
1	200	571.43	0.08	0.025	0.08	175	45	6	2	5	99.3
1	400	1500	0.15	0.05	0.085	35.56	41.5	6	1	6	99.3
1	500	1000	0.15	0.05	0.085	66.67	41.5	6	1	6	99.3
1	700	1000	0.15	0.05	0.085	93.33	41.5	6	1	6	99.3
1	250	1000	0.13	0.06	0.07	32.05	41	2	1	1	99.3
1	370	1600	0.13	0.03	0.115	59.29	41.5	1	2	5	99.29
1	300	1600	0.13	0.03	0.08	48.08	41.5	1	1	1	99.29
1	350	1600	0.13	0.03	0.08	56.09	41.5	1	1	1	99.29
1	370	1700	0.12	0.03	0.115	60.46	41.5	1	2	5	99.26
1	150	900	0.05	0.03	0.07	111.11	25.68	1	1	1	99.23
1	250	1600	0.07	0.03	0.08	74.4	41.5	1	1	1	99.22
1	180	1100	0.105	0.03	0.15	51.95	30	1	1	6	99.2
1	300	1000	0.15	0.05	0.085	40	41.5	6	1	6	99.2
1	600	1000	0.15	0.05	0.085	80	41.5	6	1	6	99.2
1	250	900	0.13	0.06	0.07	35.61	41	2	1	1	99.2
1	200	1350	0.075	0.03	0.15	65.84	35	1	1	3	99.2
1	175	1025	0.0975	0.03	0.15	58.37	35	1	1	3	99.2
1	300	2100	0.07	0.03	0.08	68.03	41.5	1	1	1	99.18
1	625	800	0.4	0.06	0.1	32.55	40	6	1	6	99.16
1	200	1300	0.105	0.03	0.15	48.84	30	1	1	6	99.15
1	190	1200	0.105	0.03	0.15	50.26	30	1	1	6	99.15
1	950	1400	0.35	0.06	0.1	32.31	40	6	1	6	99.15
1	350	2100	0.07	0.03	0.08	79.37	41.5	1	1	1	99.14
1	200	1200	0.105	0.03	0.15	52.91	30	1	1	6	99.11
1	190	1400	0.105	0.03	0.15	43.08	30	1	1	6	99.1
1	200	1600	0.105	0.03	0.15	39.68	30	1	1	6	99.1
1	250	1600	0.13	0.03	0.07	40.06	41	2	1	1	99.1
1	170	800	0.105	0.03	0.15	67.46	30	1	1	6	99.08
1	170	1200	0.105	0.03	0.15	44.97	30	1	1	6	99.08
1	250	2100	0.1	0.03	0.08	39.68	41.5	1	1	1	99.07
1	180	900	0.105	0.03	0.15	63.49	30	1	1	6	99.02
1	300	1100	0.1	0.03	0.08	90.91	41.5	1	1	1	98.99
1	625	800	0.4	0.06	0.1	32.55	40	6	1	6	98.93
1	260	1400	0.08	0.03	0.075	77.38	34	1	1	2	98.92
1	200	1000	0.105	0.03	0.15	63.49	30	1	1	6	98.9
1	200	1100	0.105	0.03	0.15	57.72	30	1	1	6	98.9
1	170	900	0.05	0.03	0.07	125.93	25.68	1	1	1	98.88
1	350	1600	0.1	0.03	0.08	72.92	41.5	1	1	1	98.88
1	150	800	0.05	0.03	0.07	125	25.68	1	1	1	98.87
1	180	1400	0.105	0.03	0.15	40.82	30	1	1	6	98.85
1	190	1600	0.105	0.03	0.15	37.7	30	1	1	6	98.85
1	300	1600	0.07	0.03	0.08	89.29	41.5	1	1	1	98.84
1	160	1000	0.05	0.03	0.07	106.67	25.68	1	1	1	98.83
1	350	1600	0.07	0.03	0.08	104.17	41.5	1	1	1	98.81
1	190	1000	0.105	0.03	0.15	60.32	30	1	1	6	98.8
1	250	1000	0.13	0.03	0.07	64.1	41	2	1	1	98.8
1	200	900	0.105	0.03	0.15	70.55	30	1	1	6	98.75
1	350	1150	0.17	0.05	0.1	35.81	41.5	1	6	2	98.72
1	300	2100	0.13	0.03	0.08	36.63	41.5	1	1	1	98.69
1	350	1150	0.17	0.05	0.1	35.81	41.5	1	6	2	98.69
1	950	1400	0.35	0.06	0.1	32.31	40	6	1	6	98.68
1	250	2100	0.13	0.03	0.08	30.53	41.5	1	1	1	98.66
1	180	1500	0.105	0.03	0.15	38.1	30	1	1	6	98.65
1	350	1150	0.17	0.05	0.1	35.81	41.5	1	6	2	98.63
1	463	500	0.35	0.06	0.1	44.1	40	6	1	6	98.6
1	250	1200	0.15	0.03	0.07	46.3	41	2	1	1	98.6
1	250	1100	0.1	0.03	0.08	75.76	41.5	1	1	1	98.58
1	160	900	0.05	0.03	0.07	118.52	25.68	1	1	1	98.58
1	180	1100	0.05	0.03	0.07	109.09	25.68	1	1	1	98.56
1	170	1400	0.105	0.03	0.15	38.55	30	1	1	6	98.55
1	200	800	0.105	0.03	0.15	79.37	30	1	1	6	98.53
1	250	1400	0.13	0.06	0.07	22.89	41	2	1	1	98.5
1	190	800	0.105	0.03	0.15	75.4	30	1	1	6	98.4
1	250	1200	0.11	0.03	0.07	63.13	41	2	1	1	98.4
1	250	1200	0.11	0.03	0.07	63.13	41	2	1	1	98.4
1	300	1100	0.13	0.03	0.08	69.93	41.5	1	1	1	98.32
1	250	1200	0.13	0.03	0.07	53.42	41	2	1	1	98.3
1	250	1800	0.13	0.03	0.07	35.61	41	2	1	1	98.3
1	250	800	0.13	0.09	0.07	26.71	41	2	1	1	98.3
1	175	1025	0.0975	0.03	0.15	58.37	35	1	1	3	98.3
1	160	800	0.05	0.03	0.07	133.33	25.68	1	1	1	98.27
1	140	700	0.05	0.03	0.07	133.33	25.68	1	1	1	98.26
1	180	900	0.05	0.03	0.07	133.33	25.68	1	1	1	98.26
1	250	1200	0.13	0.03	0.07	53.42	41	2	1	1	98.2
1	320	900	0.0818	0.03	0.08	144.89	38.5	1	1	4	98.17
1	360	750	0.0914	0.03	0.08	175.05	38.5	1	1	4	98.17
1	320	900	0.0709	0.03	0.08	167.16	38.5	1	1	4	98.14
1	250	1100	0.07	0.03	0.08	108.23	41.5	1	1	1	98.13
1	250	1000	0.2	0.02	0.08	62.5	28	6	1	6	98.13
1	400	600	0.1009	0.03	0.08	220.24	38.5	1	1	4	98.12
1	250	1200	0.17	0.03	0.07	40.85	41	2	1	1	98.1
1	250	800	0.13	0.06	0.07	40.06	41	2	1	1	98.1
1	250	1000	0.13	0.09	0.07	21.37	41	2	1	1	98.1
1	300	1100	0.07	0.03	0.08	129.87	41.5	1	1	1	98.1
1	320	600	0.0887	0.03	0.08	200.43	38.5	1	1	4	98.02
1	170	1100	0.05	0.03	0.07	103.03	25.68	1	1	1	98.02
1	320	600	0.0955	0.03	0.08	186.15	38.5	1	1	4	98.01
1	250	2200	0.13	0.03	0.07	29.14	41	2	1	1	98
1	360	900	0.083	0.03	0.08	160.64	38.5	1	1	4	97.99
1	400	900	0.0941	0.03	0.08	157.44	38.5	1	1	4	97.95
1	360	900	0.0771	0.03	0.08	172.94	38.5	1	1	4	97.95
1	150	700	0.05	0.03	0.07	142.86	25.68	1	1	1	97.94
1	400	600	0.1086	0.03	0.08	204.62	38.5	1	1	4	97.91
1	250	1200	0.17	0.03	0.07	40.85	41	2	1	1	97.9
1	360	600	0.1036	0.03	0.08	193.05	38.5	1	1	4	97.9
1	320	900	0.0763	0.03	0.08	155.33	38.5	1	1	4	97.84
1	250	1200	0.13	0.03	0.07	53.42	41	2	1	1	97.8
1	250	1200	0.15	0.03	0.07	46.3	41	2	1	1	97.8
1	250	2000	0.13	0.03	0.07	32.05	41	2	1	1	97.8
1	320	750	0.0807	0.03	0.08	176.24	38.5	1	1	4	97.78
1	300	1200	0.15	0.02	0.08	83.33	28	6	1	6	97.75
1	170	1600	0.105	0.03	0.15	33.73	30	1	1	6	97.75
1	320	750	0.0931	0.03	0.08	152.76	38.5	1	1	4	97.74
1	300	1200	0.13	0.03	0.07	64.1	41	2	1	1	97.7
1	140	900	0.05	0.03	0.07	103.7	25.68	1	1	1	97.7
1	400	750	0.0977	0.03	0.08	181.96	38.5	1	1	4	97.63
1	300	1200	0.13	0.03	0.07	64.1	41	2	1	1	97.6
1	175	1025	0.0525	0.03	0.15	108.4	35	1	1	3	97.6
1	400	900	0.0815	0.03	0.08	181.78	38.5	1	1	4	97.58
1	150	1000	0.05	0.03	0.07	100	25.68	1	1	1	97.52
1	250	1200	0.09	0.03	0.07	77.16	41	2	1	1	97.5
1	180	1200	0.05	0.03	0.07	100	25.68	1	1	1	97.48
1	170	800	0.05	0.03	0.07	141.67	25.68	1	1	1	97.44
1	160	700	0.05	0.03	0.07	152.38	25.68	1	1	1	97.43
1	200	1200	0.13	0.03	0.07	42.74	41	2	1	1	97.4
1	320	600	0.1024	0.03	0.08	173.61	38.5	1	1	4	97.39
1	250	1200	0.1	0.04	0.08	52.08	28	6	1	6	97.38
1	360	900	0.0889	0.03	0.08	149.98	38.5	1	1	4	97.36
1	320	750	0.0869	0.03	0.08	163.66	38.5	1	1	4	97.36
1	360	750	0.0849	0.03	0.08	188.46	38.5	1	1	4	97.35
1	150	1000	0.05	0.05	0.115	60	47.5	6	4	6	97.33
1	360	750	0.098	0.03	0.08	163.27	38.5	1	1	4	97.32
1	160	1100	0.05	0.03	0.07	96.97	25.68	1	1	1	97.3
1	200	1200	0.13	0.03	0.07	42.74	41	2	1	1	97.3
1	250	1200	0.13	0.03	0.07	53.42	41	2	1	1	97.3
1	250	800	0.13	0.03	0.07	80.13	41	2	1	1	97.3
1	250	550	0.13	0.09	0.07	38.85	41	2	1	1	97.3
1	350	1100	0.13	0.03	0.08	81.59	41.5	1	1	1	97.28
1	360	600	0.0962	0.03	0.08	207.9	38.5	1	1	4	97.25
1	400	750	0.1047	0.03	0.08	169.8	38.5	1	1	4	97.21
1	250	1200	0.13	0.03	0.07	53.42	41	2	1	1	97.2
1	180	800	0.05	0.03	0.07	150	25.68	1	1	1	97.12
1	250	1200	0.09	0.03	0.07	77.16	41	2	1	1	97.1
1	170	1200	0.05	0.03	0.07	94.44	25.68	1	1	1	97.08
1	300	800	0.2	0.04	0.08	46.88	28	6	1	6	97
1	200	571.43	0.08	0.025	0.08	175	45	6	2	1	97
1	400	2000	0.15	0.05	0.085	26.67	41.5	6	1	6	97
1	140	1000	0.05	0.03	0.07	93.33	25.68	1	1	1	96.95
1	180	1300	0.05	0.03	0.07	92.31	25.68	1	1	1	96.95
1	400	750	0.0907	0.03	0.08	196.01	38.5	1	1	4	96.94
1	350	1200	0.13	0.03	0.07	74.79	41	2	1	1	96.9
1	250	1600	0.13	0.06	0.07	20.03	41	2	1	1	96.9
1	250	475	0.13	0.09	0.07	44.98	41	2	1	1	96.9
1	360	600	0.111	0.03	0.08	180.18	38.5	1	1	4	96.88
1	150	1000	0.05	0.05	0.115	60	47.5	6	4	6	96.81
1	350	1200	0.13	0.03	0.07	74.79	41	2	1	1	96.8
1	250	600	0.13	0.06	0.07	53.42	41	2	1	1	96.7
1	350	1100	0.07	0.03	0.08	151.52	41.5	1	1	1	96.68
1	180	1400	0.05	0.03	0.07	85.71	25.68	1	1	1	96.66
1	300	1000	0.1	0.06	0.08	50	28	6	1	6	96.63
1	140	600	0.05	0.03	0.07	155.56	25.68	1	1	1	96.55
1	400	900	0.0878	0.03	0.08	168.73	38.5	1	1	4	96.51
1	250	2400	0.13	0.03	0.07	26.71	41	2	1	1	96.5
1	175	1025	0.0525	0.03	0.15	108.4	35	1	1	3	96.5
1	170	1300	0.05	0.03	0.07	87.18	25.68	1	1	1	96.47
1	170	700	0.05	0.03	0.07	161.9	25.68	1	1	1	96.34
1	788	500	0.35	0.06	0.1	75.05	40	6	1	6	96.29
1	160	1200	0.05	0.03	0.07	88.89	25.68	1	1	1	96.25
1	300	1500	0.15	0.05	0.085	26.67	41.5	6	1	6	96.2
1	150	1000	0.05	0.05	0.115	60	47.5	6	4	6	96.18
1	180	700	0.05	0.03	0.07	171.43	25.68	1	1	1	96.1
1	350	1100	0.1	0.03	0.08	106.06	41.5	1	1	1	96.08
1	150	1100	0.05	0.03	0.07	90.91	25.68	1	1	1	96.05
1	150	600	0.05	0.03	0.07	166.67	25.68	1	1	1	95.99
1	250	800	0.15	0.06	0.08	34.72	28	6	1	6	95.88
1	250	700	0.13	0.06	0.07	45.79	41	2	1	1	95.8
1	463	1099	0.3	0.06	0.1	23.41	40	6	1	6	95.78
1	250	400	0.13	0.09	0.07	53.42	41	2	1	1	95.7
1	625	1400	0.35	0.06	0.1	21.26	40	6	1	6	95.67
1	160	600	0.05	0.03	0.07	177.78	25.68	1	1	1	95.65
1	150	1200	0.05	0.03	0.07	83.33	25.68	1	1	1	95.64
1	250	2600	0.13	0.03	0.07	24.65	41	2	1	1	95.6
1	140	1100	0.05	0.03	0.07	84.85	25.68	1	1	1	95.59
1	400	600	0.1164	0.03	0.08	190.91	38.5	1	1	4	95.58
1	250	325	0.13	0.09	0.07	65.75	41	2	1	1	95.4
1	170	600	0.05	0.03	0.07	188.89	25.68	1	1	1	95.38
1	180	1500	0.05	0.03	0.07	80	25.68	1	1	1	95.22
1	170	1400	0.05	0.03	0.07	80.95	25.68	1	1	1	95.21
1	250	500	0.13	0.06	0.07	64.1	41	2	1	1	95.2
1	200	1000	0.15	0.04	0.08	33.33	28	6	1	6	95.13
1	180	600	0.05	0.03	0.07	200	25.68	1	1	1	95.11
1	140	500	0.05	0.03	0.07	186.67	25.68	1	1	1	95.1
1	160	1300	0.05	0.03	0.07	82.05	25.68	1	1	1	95.05
1	625	2000	0.3	0.06	0.1	17.36	40	6	1	6	94.83
1	150	500	0.05	0.03	0.07	200	25.68	1	1	1	94.81
1	463	1099	0.3	0.06	0.1	23.41	40	6	1	6	94.72
1	300	800	0.3	0.06	0.1	20.83	40	6	1	6	94.68
1	788	1700	0.4	0.06	0.1	19.31	40	6	1	6	94.67
1	250	250	0.13	0.09	0.07	85.47	41	2	1	1	94.6
1	140	400	0.05	0.03	0.07	233.33	25.68	1	1	1	94.52
1	150	1200	0.13	0.03	0.07	32.05	41	2	1	1	94.5
1	250	400	0.13	0.06	0.07	80.13	41	2	1	1	94.5
1	250	1800	0.13	0.06	0.07	17.81	41	2	1	1	94.5
1	175	1675	0.0975	0.03	0.15	35.72	35	1	1	3	94.5
1	150	1350	0.075	0.03	0.15	49.38	35	1	1	3	94.5
1	180	1600	0.05	0.03	0.07	75	25.68	1	1	1	94.42
1	140	1200	0.05	0.03	0.07	77.78	25.68	1	1	1	94.41
1	150	1200	0.13	0.03	0.07	32.05	41	2	1	1	94.4
1	200	800	0.1	0.02	0.08	125	28	6	1	6	94.38
1	788	2300	0.35	0.06	0.1	16.31	40	6	1	6	94.33
1	160	1400	0.05	0.03	0.07	76.19	25.68	1	1	1	94.33
1	160	500	0.05	0.03	0.07	213.33	25.68	1	1	1	94.31
1	463	1700	0.4	0.06	0.1	11.35	40	6	1	6	94.25
1	170	1500	0.05	0.03	0.07	75.56	25.68	1	1	1	94.25
1	150	1300	0.05	0.03	0.07	76.92	25.68	1	1	1	94.22
1	300	1400	0.35	0.06	0.1	10.2	40	6	1	6	93.94
1	170	500	0.05	0.03	0.07	226.67	25.68	1	1	1	93.87
1	788	500	0.35	0.06	0.1	75.05	40	6	1	6	93.86
1	250	300	0.13	0.03	0.07	213.68	41	2	1	1	93.7
1	250	2800	0.13	0.03	0.07	22.89	41	2	1	1	93.7
1	175	1675	0.0525	0.03	0.15	66.33	35	1	1	3	93.6
1	140	1300	0.05	0.03	0.07	71.79	25.68	1	1	1	93.56
1	250	1400	0.13	0.09	0.07	15.26	41	2	1	1	93.5
1	160	1500	0.05	0.03	0.07	71.11	25.68	1	1	1	93.45
1	150	400	0.05	0.03	0.07	250	25.68	1	1	1	93.43
1	170	1600	0.05	0.03	0.07	70.83	25.68	1	1	1	93.4
1	250	400	0.13	0.03	0.07	160.26	41	2	1	1	93.3
1	250	600	0.13	0.03	0.07	106.84	41	2	1	1	93.3
1	463	2300	0.35	0.06	0.1	9.59	40	6	1	6	93.2
1	175	1675	0.0525	0.03	0.15	66.33	35	1	1	3	93.2
1	150	1400	0.05	0.03	0.07	71.43	25.68	1	1	1	93.16
1	180	500	0.05	0.03	0.07	240	25.68	1	1	1	93.13
1	250	200	0.13	0.03	0.07	320.51	41	2	1	1	93
1	250	100	0.13	0.03	0.07	641.03	41	2	1	1	92.9
1	250	1600	0.13	0.09	0.07	13.35	41	2	1	1	92.8
1	180	1700	0.05	0.03	0.07	70.59	25.68	1	1	1	92.73
1	150	1350	0.075	0.03	0.15	49.38	35	1	1	3	92.7
1	160	400	0.05	0.03	0.07	266.67	25.68	1	1	1	92.68
1	200	1200	0.2	0.06	0.08	13.89	28	6	1	6	92.51
1	150	1350	0.075	0.03	0.15	49.38	35	1	1	3	92.5
1	250	3000	0.13	0.03	0.07	21.37	41	2	1	1	92.4
1	170	400	0.05	0.03	0.07	283.33	25.68	1	1	1	92.22
1	140	300	0.05	0.03	0.07	311.11	25.68	1	1	1	91.84
1	160	1600	0.05	0.03	0.07	66.67	25.68	1	1	1	91.66
1	180	400	0.05	0.03	0.07	300	25.68	1	1	1	91.63
1	140	1400	0.05	0.03	0.07	66.67	25.68	1	1	1	91.53
1	170	1700	0.05	0.03	0.07	66.67	25.68	1	1	1	91.47
1	150	1500	0.05	0.03	0.07	66.67	25.68	1	1	1	91.07
1	250	3200	0.13	0.03	0.07	20.03	41	2	1	1	91
1	625	1400	0.35	0.06	0.1	21.26	40	6	1	6	90.9
1	125	1025	0.0975	0.03	0.15	41.69	35	1	1	3	90.7
1	125	1025	0.0975	0.03	0.15	41.69	35	1	1	3	90.6
1	160	1700	0.05	0.03	0.07	62.75	25.68	1	1	1	90.58
1	150	300	0.05	0.03	0.07	333.33	25.68	1	1	1	90.48
1	140	1500	0.05	0.03	0.07	62.22	25.68	1	1	1	90.43
1	150	1600	0.05	0.03	0.07	62.5	25.68	1	1	1	90.29
1	160	300	0.05	0.03	0.07	355.56	25.68	1	1	1	90.11
1	150	1350	0.075	0.03	0.15	49.38	35	1	1	3	90.1
1	150	1700	0.05	0.03	0.07	58.82	25.68	1	1	1	89.97
1	150	1350	0.075	0.03	0.15	49.38	35	1	1	3	89.9
1	250	3600	0.13	0.03	0.07	17.81	41	2	1	1	89.8
1	150	700	0.075	0.03	0.15	95.24	35	1	1	3	89.6
1	140	1600	0.05	0.03	0.07	58.33	25.68	1	1	1	89.5
1	150	1350	0.03	0.03	0.15	123.46	35	1	1	3	89.5
1	150	1350	0.12	0.03	0.15	30.86	35	1	1	3	89.2
1	140	1700	0.05	0.03	0.07	54.9	25.68	1	1	1	88.24
1	250	3400	0.13	0.03	0.07	18.85	41	2	1	1	88.2
1	125	1025	0.0525	0.03	0.15	77.43	35	1	1	3	88.2
1	250	4200	0.13	0.03	0.07	15.26	41	2	1	1	87.8
1	300	800	0.3	0.06	0.1	20.83	40	6	1	6	87.24
1	175	1675	0.0975	0.03	0.15	35.72	35	1	1	3	86.9
1	170	300	0.05	0.03	0.07	377.78	25.68	1	1	1	86.34
1	250	1800	0.13	0.09	0.07	11.87	41	2	1	1	86.1
1	125	1025	0.0525	0.03	0.15	77.43	35	1	1	3	85.9
1	625	2000	0.3	0.06	0.1	17.36	40	6	1	6	85.58
1	180	300	0.05	0.03	0.07	400	25.68	1	1	1	85.48
1	300	2000	0.15	0.05	0.085	20	41.5	6	1	6	85.4
1	788	1700	0.4	0.06	0.1	19.31	40	6	1	6	85.02
2	200	800	0.1	0.03	0.07	83.33	35.5	1	2	1	99.99
2	275	1000	0.12	0.03	0.07	76.39	35.5	1	2	1	99.98
2	350	1200	0.12	0.03	0.07	81.02	35.5	1	2	1	99.98
2	200	800	0.08	0.03	0.07	104.17	35.5	1	2	1	99.98
2	200	800	0.12	0.03	0.07	69.44	35.5	1	2	1	99.97
2	350	800	0.12	0.03	0.07	121.53	35.5	1	2	1	99.93
2	175	700	0.08	0.03	0.1	104.17	27.82	1	1	2	99.93
2	200	600	0.12	0.03	0.07	92.59	35.5	1	2	1	99.92
2	275	800	0.12	0.03	0.07	95.49	35.5	1	2	1	99.91
2	200	800	0.14	0.03	0.07	59.52	35.5	1	2	1	99.91
2	175	668	0.12	0.03	0.1	72.77	36	1	1	1	99.9
2	125	600	0.12	0.03	0.07	57.87	35.5	1	2	1	99.9
2	275	600	0.12	0.03	0.07	127.31	35.5	1	2	1	99.9
2	350	1000	0.12	0.03	0.07	97.22	35.5	1	2	1	99.9
2	200	800	0.12	0.03	0.07	69.44	35.5	1	2	1	99.89
2	200	1000	0.12	0.03	0.07	55.56	35.5	1	2	1	99.88
2	175	900	0.08	0.03	0.1	81.02	27.82	1	1	2	99.88
2	275	1400	0.12	0.03	0.07	54.56	35.5	1	2	1	99.87
2	150	781	0.08	0.03	0.085	80.03	30.37	1	1	7	99.84
2	150	446	0.14	0.03	0.085	80.08	30.37	1	1	7	99.84
2	200	800	0.16	0.03	0.07	52.08	35.5	1	2	1	99.84
2	200	1200	0.12	0.03	0.07	46.3	35.5	1	2	1	99.83
2	130	700	0.06	0.02	0.055	154.76	30	2	2	3	99.81
2	350	1400	0.12	0.03	0.07	69.44	35.5	1	2	1	99.78
2	275	1200	0.12	0.03	0.07	63.66	35.5	1	2	1	99.77
2	130	700	0.06	0.02	0.055	154.76	30	2	2	3	99.75
2	350	600	0.12	0.03	0.07	162.04	35.5	1	2	1	99.74
2	175	750	0.12	0.03	0.085	64.81	30.37	1	1	7	99.73
2	175	500	0.08	0.03	0.1	145.83	27.82	1	1	2	99.73
2	350	1800	0.12	0.03	0.07	54.01	35.5	1	2	1	99.71
2	200	900	0.08	0.03	0.1	92.59	27.82	1	1	2	99.71
2	200	1042	0.08	0.03	0.085	79.97	30.37	1	1	7	99.7
2	200	700	0.08	0.03	0.1	119.05	27.82	1	1	2	99.66
2	275	1800	0.12	0.03	0.07	42.44	35.5	1	2	1	99.62
2	150	500	0.08	0.03	0.1	125	27.82	1	1	2	99.62
2	200	1100	0.04	0.03	0.1	151.52	27.82	1	1	2	99.62
2	150	700	0.08	0.03	0.1	89.29	27.82	1	1	2	99.59
2	175	18.76	0.056	0.4	0.075	416.44	35	1	1	7	99.54
2	200	510.99	0.076	0.05	0.07	103	30	7	3	4	99.52
2	100	925	0.06	0.02	0.05	90.09	35.5	7	4	3	99.52
2	125	800	0.12	0.03	0.07	43.4	35.5	1	2	1	99.51
2	200	377.04	0.103	0.05	0.07	103	30	7	3	4	99.5
2	200	400	0.12	0.03	0.07	138.89	35.5	1	2	1	99.49
2	200	684.81	0.099	0.05	0.07	59	30	7	3	4	99.49
2	200	658.22	0.103	0.05	0.07	59	30	7	3	4	99.46
2	200	658.22	0.103	0.05	0.07	59	30	7	3	4	99.46
2	200	296.3	0.075	0.05	0.07	180	30	7	3	4	99.46
